Date,PETR4.SA
2015-09-22,2.0742056369781494
2015-09-23,2.029567241668701
2015-09-24,2.071229934692383
2015-09-25,2.029567241668701
2015-09-28,1.9164825677871704
2015-09-29,1.9611210823059082
2015-09-30,2.154555559158325
2015-10-01,2.089085340499878
2015-10-02,2.3122777938842773
2015-10-05,2.327157497406006
2015-10-06,2.4372658729553223
2015-10-07,2.5205917358398438
2015-10-08,2.6039164066314697
2015-10-09,2.6187968254089355
2015-10-13,2.4194107055664062
2015-10-14,2.3688199520111084
2015-10-15,2.3807244300842285
2015-10-16,2.365844488143921
2015-10-19,2.365844488143921
2015-10-20,2.395603656768799
2015-10-21,2.306326389312744
2015-10-22,2.386676073074341
2015-10-23,2.3777475357055664
2015-10-26,2.336085319519043
2015-10-27,2.261687755584717
2015-10-28,2.365844488143921
2015-10-29,2.2646639347076416
2015-10-30,2.2944231033325195
2015-11-03,2.5235674381256104
2015-11-04,2.404531478881836
2015-11-05,2.413458824157715
2015-11-06,2.327157497406006
2015-11-09,2.353940963745117
2015-11-10,2.2646639347076416
2015-11-11,2.297398805618286
2015-11-12,2.2557358741760254
2015-11-13,2.163482666015625
2015-11-16,2.2914469242095947
2015-11-17,2.3093018531799316
2015-11-18,2.327157497406006
2015-11-19,2.3331096172332764
2015-11-23,2.404531478881836
2015-11-24,2.5295193195343018
2015-11-25,2.3509650230407715
2015-11-26,2.356916904449463
2015-11-27,2.261687755584717
2015-11-30,2.282519578933716
2015-12-01,2.228952169418335
2015-12-02,2.237880229949951
2015-12-03,2.374772071838379
2015-12-04,2.237880229949951
2015-12-07,2.1396756172180176
2015-12-08,2.1218204498291016
2015-12-09,2.276567220687866
2015-12-10,2.2170491218566895
2015-12-11,2.1575310230255127
2015-12-14,2.145627498626709
2015-12-15,2.2081212997436523
2015-12-16,2.1694343090057373
2015-12-17,2.1426515579223633
2015-12-18,2.089085340499878
2015-12-21,1.9760006666183472
2015-12-22,2.020638942718506
2015-12-23,2.062302350997925
2015-12-28,1.993856430053711
2015-12-29,1.990881085395813
2015-12-30,1.993856430053711
2016-01-04,2.0444462299346924
2016-01-05,1.98790442943573
2016-01-06,1.9045791625976562
2016-01-07,1.8629169464111328
2016-01-08,1.8658925294876099
2016-01-11,1.812326192855835
2016-01-12,1.6456754207611084
2016-01-13,1.568302035331726
2016-01-14,1.693289875984192
2016-01-15,1.5385431051254272
2016-01-18,1.428434133529663
2016-01-19,1.386771559715271
2016-01-20,1.3183257579803467
2016-01-21,1.3391571044921875
2016-01-22,1.3123739957809448
2016-01-26,1.249880313873291
2016-01-27,1.3599886894226074
2016-01-28,1.3689161539077759
2016-01-29,1.440338134765625
2016-02-01,1.4046274423599243
2016-02-02,1.2796391248703003
2016-02-03,1.336181402206421
2016-02-04,1.4076029062271118
2016-02-05,1.3510606288909912
2016-02-10,1.282615065574646
2016-02-11,1.2588077783584595
2016-02-12,1.324277400970459
2016-02-15,1.3599886894226074
2016-02-16,1.321301817893982
2016-02-17,1.3927234411239624
2016-02-18,1.3659402132034302
2016-02-19,1.3272536993026733
2016-02-22,1.4998559951782227
2016-02-23,1.4641454219818115
2016-02-24,1.449265480041504
2016-02-25,1.4552175998687744
2016-02-26,1.449265480041504
2016-02-29,1.5296149253845215
2016-03-01,1.5802053213119507
2016-03-02,1.6813859939575195
2016-03-03,1.9551695585250854
2016-03-04,2.1486032009124756
2016-03-07,2.1932413578033447
2016-03-08,2.2230007648468018
2016-03-09,2.261687755584717
2016-03-10,2.365844488143921
2016-03-11,2.4075071811676025
2016-03-14,2.202169179916382
2016-03-15,1.9670729637145996
2016-03-16,2.151578903198242
2016-03-17,2.4104833602905273
2016-03-18,2.4164345264434814
2016-03-21,2.3985788822174072
2016-03-22,2.413458824157715
2016-03-23,2.3152544498443604
2016-03-24,2.32418155670166
2016-03-28,2.5116634368896484
2016-03-29,2.526543140411377
2016-03-30,2.5116634368896484
2016-03-31,2.4729766845703125
2016-04-01,2.487856388092041
2016-04-04,2.2438323497772217
2016-04-05,2.3212056159973145
2016-04-06,2.2557358741760254
2016-04-07,2.2914469242095947
2016-04-08,2.4580979347229004
2016-04-11,2.4967844486236572
2016-04-12,2.690218448638916
2016-04-13,2.8241336345672607
2016-04-14,2.725929021835327
2016-04-15,2.8836522102355957
2016-04-18,2.7497363090515137
2016-04-19,2.85984468460083
2016-04-20,2.821157693862915
2016-04-22,2.9015071392059326
2016-04-25,2.7765190601348877
2016-04-26,2.8777005672454834
2016-04-27,3.050302267074585
2016-04-28,3.044349431991577
2016-04-29,3.044349431991577
2016-05-02,3.026495933532715
2016-05-03,2.910435199737549
2016-05-04,2.9520976543426514
2016-05-05,2.919363498687744
2016-05-06,2.9997119903564453
2016-05-09,2.821157693862915
2016-05-10,3.0383994579315186
2016-05-11,3.050302267074585
2016-05-12,2.9134109020233154
2016-05-13,2.8152058124542236
2016-05-16,2.9015071392059326
2016-05-17,2.8271100521087646
2016-05-18,2.773543119430542
2016-05-19,2.6664111614227295
2016-05-20,2.648554801940918
2016-05-23,2.5295193195343018
2016-05-24,2.538447141647339
2016-05-25,2.580109119415283
2016-05-27,2.449169397354126
2016-05-30,2.4938080310821533
2016-05-31,2.392627239227295
2016-06-01,2.4342899322509766
2016-06-02,2.475952386856079
2016-06-03,2.550349712371826
2016-06-06,2.517615556716919
2016-06-07,2.565230131149292
2016-06-08,2.794374704360962
2016-06-09,2.7318804264068604
2016-06-10,2.612844228744507
2016-06-13,2.565230131149292
2016-06-14,2.470000743865967
2016-06-15,2.5324952602386475
2016-06-16,2.5295193195343018
2016-06-17,2.663435220718384
2016-06-20,2.7318804264068604
2016-06-21,2.8360373973846436
2016-06-22,2.7794947624206543
2016-06-23,2.8777005672454834
2016-06-24,2.7527120113372803
2016-06-27,2.612844228744507
2016-06-28,2.7378323078155518
2016-06-29,2.8271100521087646
2016-06-30,2.803302049636841
2016-07-01,2.9223389625549316
2016-07-04,2.9372177124023438
2016-07-05,2.764615774154663
2016-07-06,2.8271100521087646
2016-07-07,2.8449654579162598
2016-07-08,2.928290843963623
2016-07-11,3.0830366611480713
2016-07-12,3.1693387031555176
2016-07-13,3.163386344909668
2016-07-14,3.2526638507843018
2016-07-15,3.279447555541992
2016-07-18,3.4371702671051025
2016-07-19,3.505615234375
2016-07-20,3.517519235610962
2016-07-21,3.5264477729797363
2016-07-22,3.5532302856445312
2016-07-25,3.5800132751464844
2016-07-26,3.5353751182556152
2016-07-27,3.425266981124878
2016-07-28,3.404435157775879
2016-07-29,3.5323991775512695
2016-08-01,3.347893238067627
2016-08-02,3.3806285858154297
2016-08-03,3.5413262844085693
2016-08-04,3.5740625858306885
2016-08-05,3.466928482055664
2016-08-08,3.544302225112915
2016-08-09,3.5353751182556152
2016-08-10,3.4401466846466064
2016-08-11,3.6008450984954834
2016-08-12,3.5710861682891846
2016-08-15,3.6633386611938477
2016-08-16,3.716905355453491
2016-08-17,3.7972543239593506
2016-08-18,3.832965135574341
2016-08-19,3.8061816692352295
2016-08-22,3.6752429008483887
2016-08-23,3.7704718112945557
2016-08-24,3.690121650695801
2016-08-25,3.728808641433716
2016-08-26,3.7347607612609863
2016-08-29,3.829990863800049
2016-08-30,3.895458936691284
2016-08-31,3.824038028717041
2016-09-01,3.86867618560791
2016-09-02,4.038302421569824
2016-09-05,4.1156768798828125
2016-09-06,4.160314559936523
2016-09-08,4.231735706329346
2016-09-09,4.020447731018066
2016-09-12,4.1513872146606445
2016-09-13,3.871652603149414
2016-09-14,3.9014108180999756
2016-09-15,4.020447731018066
2016-09-16,3.916290760040283
2016-09-19,3.8835554122924805
2016-09-20,4.017471790313721
2016-09-21,4.0650858879089355
2016-09-22,4.166266918182373
2016-09-23,4.074014186859131
2016-09-26,3.987712860107422
2016-09-27,3.904387950897217
2016-09-28,4.121628761291504
2016-09-29,3.9966399669647217
2016-09-30,4.038302421569824
2016-10-03,4.157340049743652
2016-10-04,4.172219276428223
2016-10-05,4.338868618011475
2016-10-06,4.493617534637451
2016-10-07,4.541230201721191
2016-10-10,4.681098937988281
2016-10-11,4.579918384552002
2016-10-13,4.690025806427002
2016-10-14,4.8388214111328125
2016-10-17,5.029278755187988
2016-10-18,5.184025287628174
2016-10-19,5.243545055389404
2016-10-20,5.279255390167236
2016-10-21,5.3417510986328125
2016-10-24,5.416148662567139
2016-10-25,5.35662841796875
2016-10-26,5.386387348175049
2016-10-27,5.3834123611450195
2016-10-28,5.3834123611450195
2016-10-31,5.26437520980835
2016-11-01,5.017375469207764
2016-11-03,4.800134181976318
2016-11-04,4.758471488952637
2016-11-07,5.121531963348389
2016-11-08,5.0709428787231445
2016-11-09,4.9548821449279785
2016-11-10,4.612652778625488
2016-11-11,4.169244289398193
2016-11-14,4.166266918182373
2016-11-16,4.3864827156066895
2016-11-17,4.252567768096924
2016-11-18,4.321014404296875
2016-11-21,4.636459827423096
2016-11-22,4.740616798400879
2016-11-23,4.716808795928955
2016-11-24,4.636459827423096
2016-11-25,4.553134441375732
2016-11-28,4.6007490158081055
2016-11-29,4.362675666809082
2016-11-30,4.761448860168457
2016-12-01,4.594797611236572
2016-12-02,4.710857391357422
2016-12-05,4.660267353057861
2016-12-06,4.80608606338501
2016-12-07,4.719785213470459
2016-12-08,4.672170639038086
2016-12-09,4.636459827423096
2016-12-12,4.642411231994629
2016-12-13,4.597773551940918
2016-12-14,4.3864827156066895
2016-12-15,4.419219017028809
2016-12-16,4.392436504364014
2016-12-19,4.2733988761901855
2016-12-20,4.2704243659973145
2016-12-21,4.267446994781494
2016-12-22,4.169244289398193
2016-12-23,4.237688064575195
2016-12-26,4.291254997253418
2016-12-27,4.288279056549072
2016-12-28,4.398387908935547
2016-12-29,4.425169944763184
2017-01-02,4.362675666809082
2017-01-03,4.612652778625488
2017-01-04,4.612652778625488
2017-01-05,4.687049865722656
2017-01-06,4.660267353057861
2017-01-09,4.5620622634887695
2017-01-10,4.606700897216797
2017-01-11,4.660267353057861
2017-01-12,4.731688976287842
2017-01-13,4.666219234466553
2017-01-16,4.687049865722656
2017-01-17,4.707881927490234
2017-01-18,4.698954105377197
2017-01-19,4.693002223968506
2017-01-20,4.761448860168457
2017-01-23,4.758471488952637
2017-01-24,4.773352146148682
2017-01-26,4.701930046081543
2017-01-27,4.64836311340332
2017-01-30,4.416242599487305
2017-01-31,4.469809532165527
2017-02-01,4.469809532165527
2017-02-02,4.431122303009033
2017-02-03,4.565039157867432
2017-02-06,4.451953411102295
2017-02-07,4.3745808601379395
2017-02-08,4.493617534637451
2017-02-09,4.4787373542785645
2017-02-10,4.636459827423096
2017-02-13,4.64836311340332
2017-02-14,4.707881927490234
2017-02-15,4.713833808898926
2017-02-16,4.719785213470459
2017-02-17,4.645387172698975
2017-02-20,4.737639904022217
2017-02-21,4.788229942321777
2017-02-22,4.672170639038086
2017-02-23,4.630508899688721
2017-02-24,4.517423629760742
2017-03-01,4.618603706359863
2017-03-02,4.496592044830322
2017-03-03,4.559086322784424
2017-03-06,4.493617534637451
2017-03-07,4.517423629760742
2017-03-08,4.329941749572754
2017-03-09,4.315062046051025
2017-03-10,4.258520603179932
2017-03-13,4.276375770568848
2017-03-14,4.044255256652832
2017-03-15,4.225785732269287
2017-03-16,4.079964637756348
2017-03-17,3.916290760040283
2017-03-20,4.047230243682861
2017-03-21,3.86867618560791
2017-03-22,4.0650858879089355
2017-03-23,4.038302421569824
2017-03-24,4.011519432067871
2017-03-27,4.097820281982422
2017-03-28,4.1513872146606445
2017-03-29,4.300182819366455
2017-03-30,4.300182819366455
2017-03-31,4.31208610534668
2017-04-03,4.365651607513428
2017-04-04,4.419219017028809
2017-04-05,4.335893630981445
2017-04-06,4.323989391326904
2017-04-07,4.3745808601379395
2017-04-10,4.4460015296936035
2017-04-11,4.368628025054932
2017-04-12,4.359700679779053
2017-04-13,4.1900739669799805
2017-04-17,4.249591827392578
2017-04-18,4.196025848388672
2017-04-19,4.047230243682861
2017-04-20,4.130555629730225
2017-04-24,4.175195217132568
2017-04-25,4.267446994781494
2017-04-26,4.166266918182373
2017-04-27,4.085916996002197
2017-04-28,4.157340049743652
2017-05-02,4.163290500640869
2017-05-03,4.2138824462890625
2017-05-04,4.047230243682861
2017-05-05,4.228760719299316
2017-05-08,4.1900739669799805
2017-05-09,4.207930088043213
2017-05-10,4.3835062980651855
2017-05-11,4.4102911949157715
2017-05-12,4.597773551940918
2017-05-15,4.666219234466553
2017-05-16,4.672170639038086
2017-05-17,4.645387172698975
2017-05-18,3.9133148193359375
2017-05-19,4.053182601928711
2017-05-22,3.987712860107422
2017-05-23,4.014495849609375
2017-05-24,4.181146144866943
2017-05-25,4.088892459869385
2017-05-26,4.071038246154785
2017-05-29,4.071038246154785
2017-05-30,3.97580885887146
2017-05-31,3.8567721843719482
2017-06-01,3.815110445022583
2017-06-02,3.8835554122924805
2017-06-05,3.9222421646118164
2017-06-06,3.9222421646118164
2017-06-07,3.829990863800049
2017-06-08,3.8210620880126953
2017-06-09,3.824038028717041
2017-06-12,3.838916778564453
2017-06-13,3.8508212566375732
2017-06-14,3.755592107772827
2017-06-15,3.755592107772827
2017-06-16,3.6544110774993896
2017-06-19,3.6573874950408936
2017-06-20,3.529423475265503
2017-06-21,3.4639532566070557
2017-06-22,3.582989454269409
2017-06-23,3.5502548217773438
2017-06-26,3.651435375213623
2017-06-27,3.633580207824707
2017-06-28,3.594892978668213
2017-06-29,3.62465238571167
2017-06-30,3.68119478225708
2017-07-03,3.678217887878418
2017-07-04,3.699049949645996
2017-07-05,3.633580207824707
2017-07-06,3.621675968170166
2017-07-07,3.5502548217773438
2017-07-10,3.5651333332061768
2017-07-11,3.669290781021118
2017-07-12,3.8508212566375732
2017-07-13,3.829990863800049
2017-07-14,3.8835554122924805
2017-07-17,3.8359415531158447
2017-07-18,3.8508212566375732
2017-07-19,3.937122106552124
2017-07-20,3.898435115814209
2017-07-21,3.776423931121826
2017-07-24,3.832965135574341
2017-07-25,3.934145927429199
2017-07-26,3.8865320682525635
2017-07-27,3.86867618560791
2017-07-28,3.907362461090088
2017-07-31,3.954977035522461
2017-08-01,3.904387950897217
2017-08-02,4.020447731018066
2017-08-03,3.960930347442627
2017-08-04,3.987712860107422
2017-08-07,4.032351493835449
2017-08-08,4.014495849609375
2017-08-09,4.02342414855957
2017-08-10,3.9252190589904785
2017-08-11,3.85379695892334
2017-08-14,3.8924832344055176
2017-08-15,3.9133148193359375
2017-08-16,3.907362461090088
2017-08-17,3.8835554122924805
2017-08-18,4.047230243682861
2017-08-21,3.9698572158813477
2017-08-22,4.103773593902588
2017-08-23,4.094845294952393
2017-08-24,4.106749057769775
2017-08-25,4.130555629730225
2017-08-28,4.127580642700195
2017-08-29,4.121628761291504
2017-08-30,4.00259256362915
2017-08-31,4.06210994720459
2017-09-01,4.172219276428223
2017-09-04,4.216856956481934
2017-09-05,4.288279056549072
2017-09-06,4.469809532165527
2017-09-07,4.469809532165527
2017-09-08,4.377556800842285
2017-09-11,4.460881233215332
2017-09-12,4.425169944763184
2017-09-13,4.472784519195557
2017-09-14,4.475760459899902
2017-09-15,4.475760459899902
2017-09-18,4.475760459899902
2017-09-19,4.505520820617676
2017-09-20,4.722761631011963
2017-09-21,4.663243770599365
2017-09-22,4.669195175170898
2017-09-25,4.713833808898926
2017-09-26,4.630508899688721
2017-09-27,4.556110382080078
2017-09-28,4.565039157867432
2017-09-29,4.553134441375732
2017-10-02,4.5828938484191895
2017-10-03,4.755495071411133
2017-10-04,4.660267353057861
2017-10-05,4.731688976287842
2017-10-06,4.669195175170898
2017-10-09,4.728713035583496
2017-10-10,4.817990303039551
2017-10-11,4.78525447845459
2017-10-12,4.78525447845459
2017-10-13,4.78525447845459
2017-10-16,4.7971577644348145
2017-10-17,4.800134181976318
2017-10-18,4.809062957763672
2017-10-19,4.80608606338501
2017-10-20,4.82691764831543
2017-10-23,4.820966720581055
2017-10-24,4.9132184982299805
2017-10-25,4.975712776184082
2017-10-26,4.978688716888428
2017-10-27,5.067965984344482
2017-10-30,4.9935688972473145
2017-10-31,4.9905924797058105
2017-11-01,5.029278755187988
2017-11-02,5.029278755187988
2017-11-03,5.0411834716796875
2017-11-06,5.187002658843994
2017-11-07,4.910243988037109
2017-11-08,5.044159412384033
2017-11-09,4.975712776184082
2017-11-10,4.975712776184082
2017-11-13,4.951904773712158
2017-11-14,4.568013668060303
2017-11-15,4.568013668060303
2017-11-16,4.7049055099487305
2017-11-17,4.767399311065674
2017-11-20,4.767399311065674
2017-11-21,4.731688976287842
2017-11-22,4.794182300567627
2017-11-23,4.817990303039551
2017-11-24,4.791207313537598
2017-11-27,4.722761631011963
2017-11-28,4.713833808898926
2017-11-29,4.5620622634887695
2017-11-30,4.576942443847656
2017-12-01,4.645387172698975
2017-12-04,4.606700897216797
2017-12-05,4.556110382080078
2017-12-06,4.618603706359863
2017-12-07,4.541230201721191
2017-12-08,4.568013668060303
2017-12-11,4.576942443847656
2017-12-12,4.609676837921143
2017-12-13,4.517423629760742
2017-12-14,4.466833114624023
2017-12-15,4.448977947235107
2017-12-18,4.529327869415283
2017-12-19,4.505520820617676
2017-12-20,4.535278797149658
2017-12-21,4.719785213470459
2017-12-22,4.687049865722656
2017-12-25,4.687049865722656
2017-12-26,4.752519130706787
2017-12-27,4.776326656341553
2017-12-28,4.791207313537598
2017-12-29,4.791207313537598
2018-01-02,4.925122261047363
2018-01-03,4.969760417938232
2018-01-04,4.978688716888428
2018-01-05,5.008447647094727
2018-01-08,5.067965984344482
2018-01-09,5.067965984344482
2018-01-10,4.999521255493164
2018-01-11,5.133436679840088
2018-01-12,5.148315906524658
2018-01-15,5.163193702697754
2018-01-16,5.252472877502441
2018-01-17,5.463760852813721
2018-01-18,5.422098636627197
2018-01-19,5.434002876281738
2018-01-22,5.496496677398682
2018-01-23,5.4280500411987305
2018-01-24,5.755401134490967
2018-01-25,5.755401134490967
2018-01-26,5.9309797286987305
2018-01-29,5.907171249389648
2018-01-30,5.8000383377075195
2018-01-31,5.8625311851501465
2018-02-01,6.106557846069336
2018-02-02,5.942882061004639
2018-02-05,5.666122913360596
2018-02-06,5.948833465576172
2018-02-07,5.785159111022949
2018-02-08,5.669097423553467
2018-02-09,5.585773468017578
2018-02-14,5.728616714477539
2018-02-15,5.773255825042725
2018-02-16,5.779206275939941
2018-02-19,5.96668815612793
2018-02-20,6.082749843597412
2018-02-21,6.026207447052002
2018-02-22,6.17202615737915
2018-02-23,6.285110950469971
2018-02-26,6.404147624969482
2018-02-27,6.398196697235107
2018-02-28,6.386291027069092
2018-03-01,6.258328437805176
2018-03-02,6.4011712074279785
2018-03-05,6.582701683044434
2018-03-06,6.51723051071167
2018-03-07,6.448785781860352
2018-03-08,6.457714557647705
2018-03-09,6.663050651550293
2018-03-12,6.645196437835693
2018-03-13,6.579728126525879
2018-03-14,6.660076141357422
2018-03-15,6.341652870178223
2018-03-16,6.377363681793213
2018-03-19,6.228569507598877
2018-03-20,6.297015190124512
2018-03-21,6.5618696212768555
2018-03-22,6.463665962219238
2018-03-23,6.472592353820801
2018-03-26,6.555917739868164
2018-03-27,6.380339622497559
2018-03-28,6.3089189529418945
2018-03-29,6.3714118003845215
2018-04-02,6.219641208648682
2018-04-03,6.16309928894043
2018-04-04,6.064894199371338
2018-04-05,6.294039726257324
2018-04-06,6.33272647857666
2018-04-09,6.109533786773682
2018-04-10,6.368435859680176
2018-04-11,6.4874725341796875
2018-04-12,6.451761722564697
2018-04-13,6.3089189529418945
2018-04-16,6.136316299438477
2018-04-17,6.258328437805176
2018-04-18,6.4874725341796875
2018-04-19,6.606509208679199
2018-04-20,6.654123783111572
2018-04-23,6.6898345947265625
2018-04-24,6.66602897644043
2018-04-25,6.466641902923584
2018-04-26,6.73447322845459
2018-04-27,6.758278846740723
2018-04-30,6.835653305053711
2018-05-02,6.725543975830078
2018-05-03,6.680906295776367
2018-05-04,6.627340793609619
2018-05-07,6.740424633026123
2018-05-08,6.817798137664795
2018-05-09,7.374295234680176
2018-05-10,7.662956237792969
2018-05-11,7.57070255279541
2018-05-14,7.808775901794434
2018-05-15,7.97244930267334
2018-05-16,8.151001930236816
2018-05-17,7.722474098205566
2018-05-18,7.633195877075195
2018-05-21,7.454638957977295
2018-05-22,7.368165493011475
2018-05-23,6.938781261444092
2018-05-24,5.98756742477417
2018-05-25,5.904076099395752
2018-05-28,5.042320728302002
2018-05-29,5.7549824714660645
2018-05-30,5.65956449508667
2018-06-01,4.818680763244629
2018-06-04,5.227195739746094
2018-06-05,4.946900367736816
2018-06-06,4.86937141418457
2018-06-07,4.699406147003174
2018-06-08,4.547330856323242
2018-06-11,4.595040798187256
2018-06-12,4.609950065612793
2018-06-13,4.523476600646973
2018-06-14,4.502603054046631
2018-06-15,4.463840007781982
2018-06-18,4.3236918449401855
2018-06-19,4.598022937774658
2018-06-20,4.833588123321533
2018-06-21,4.502603054046631
2018-06-22,4.505585193634033
2018-06-25,4.681514739990234
2018-06-26,4.782898902893066
2018-06-27,4.934971809387207
2018-06-28,4.949882984161377
2018-06-29,5.125811576843262
2018-07-02,5.209303379058838
2018-07-03,5.2182488441467285
2018-07-04,5.251049518585205
2018-07-05,5.325596809387207
2018-07-06,5.349449634552002
2018-07-10,5.292795658111572
2018-07-11,5.191412448883057
2018-07-12,5.352432727813721
2018-07-13,5.400143623352051
2018-07-16,5.331559658050537
2018-07-17,5.453815460205078
2018-07-18,5.382250785827637
2018-07-19,5.48661470413208
2018-07-20,5.752002716064453
2018-07-23,5.743055820465088
2018-07-24,5.862331390380859
2018-07-25,5.951785564422607
2018-07-26,5.787785053253174
2018-07-27,5.895130157470703
2018-07-30,5.930912971496582
2018-07-31,5.880222320556641
2018-08-01,5.966695308685303
2018-08-02,6.085968971252441
2018-08-03,6.294699668884277
2018-08-06,6.273827075958252
2018-08-07,6.175424575805664
2018-08-08,6.005457878112793
2018-08-09,6.065096855163574
2018-08-10,5.841457366943359
2018-08-13,5.975641250610352
2018-08-14,5.972651481628418
2018-08-15,5.694643497467041
2018-08-16,5.66475248336792
2018-08-17,5.518274784088135
2018-08-20,5.488382816314697
2018-08-21,5.297065734863281
2018-08-22,5.485394477844238
2018-08-23,5.365820407867432
2018-08-24,5.470445156097412
