Date,B3SA3.SA
2015-09-22,2.6179237365722656
2015-09-23,2.582514524459839
2015-09-24,2.6226446628570557
2015-09-25,2.59431791305542
2015-09-28,2.5447449684143066
2015-09-29,2.5376627445220947
2015-09-30,2.6155636310577393
2015-10-01,2.6863818168640137
2015-10-02,2.7808055877685547
2015-10-05,2.7265126705169678
2015-10-06,2.724152088165283
2015-10-07,2.7312333583831787
2015-10-08,2.7548398971557617
2015-10-09,2.813854932785034
2015-10-13,2.7784457206726074
2015-10-14,2.667496919631958
2015-10-15,2.7194302082061768
2015-10-16,2.7005457878112793
2015-10-19,2.7052671909332275
2015-10-20,2.6863818168640137
2015-10-21,2.684021472930908
2015-10-22,2.7996912002563477
2015-10-23,2.844542980194092
2015-10-26,2.849264621734619
2015-10-27,2.820936918258667
2015-10-28,2.828019380569458
2015-10-29,2.7194302082061768
2015-10-30,2.691103219985962
2015-11-03,2.9271650314331055
2015-11-04,2.905919313430786
2015-11-05,2.887033700942993
2015-11-06,2.832740545272827
2015-11-09,2.8516244888305664
2015-11-10,2.887033700942993
2015-11-11,2.950770854949951
2015-11-12,2.884674072265625
2015-11-13,2.832740545272827
2015-11-16,2.8351004123687744
2015-11-17,2.853987216949463
2015-11-18,2.9271650314331055
2015-11-19,2.8823137283325195
2015-11-23,2.938967704772949
2015-11-24,2.9070138931274414
2015-11-25,2.9070138931274414
2015-11-26,2.8830678462982178
2015-11-27,2.8160202503204346
2015-11-30,2.7226312160491943
2015-12-01,2.7777066230773926
2015-12-02,2.7585501670837402
2015-12-03,2.8255980014801025
2015-12-04,2.768127918243408
2015-12-07,2.7657339572906494
2015-12-08,2.717841625213623
2015-12-09,2.868701219558716
2015-12-10,2.8663063049316406
2015-12-11,2.8734896183013916
2015-12-14,2.866765022277832
2015-12-15,2.834967613220215
2015-12-16,2.8374135494232178
2015-12-17,2.8643202781677246
2015-12-18,2.7469100952148438
2015-12-21,2.705327033996582
2015-12-22,2.715111255645752
2015-12-23,2.702880859375
2015-12-28,2.6686365604400635
2015-12-29,2.6735284328460693
2015-12-30,2.6637449264526367
2016-01-04,2.5561180114746094
2016-01-05,2.653959274291992
2016-01-06,2.6515145301818848
2016-01-07,2.5414414405822754
2016-01-08,2.573240280151367
2016-01-11,2.5683484077453613
2016-01-12,2.5512261390686035
2016-01-13,2.5463342666625977
2016-01-14,2.600146532058716
2016-01-15,2.5463342666625977
2016-01-18,2.5438873767852783
2016-01-19,2.5756869316101074
2016-01-20,2.507197141647339
2016-01-21,2.4656145572662354
2016-01-22,2.4558300971984863
2016-01-26,2.4338161945343018
2016-01-27,2.5096435546875
2016-01-28,2.536550283432007
2016-01-29,2.5096435546875
2016-02-01,2.5610105991363525
2016-02-02,2.494967222213745
2016-02-03,2.538996458053589
2016-02-04,2.5659022331237793
2016-02-05,2.5218729972839355
2016-02-10,2.526765823364258
2016-02-11,2.494967222213745
2016-02-12,2.4827370643615723
2016-02-15,2.538996458053589
2016-02-16,2.5561180114746094
2016-02-17,2.573240280151367
2016-02-18,2.5830254554748535
2016-02-19,2.580578327178955
2016-02-22,2.7469100952148438
2016-02-23,2.7273409366607666
2016-02-24,2.7346789836883545
2016-02-25,2.715111255645752
2016-02-26,2.739572048187256
2016-02-29,2.8423056602478027
2016-03-01,2.9817304611206055
2016-03-02,3.0697872638702393
2016-03-03,3.2874858379364014
2016-03-04,3.6201491355895996
2016-03-07,3.4269115924835205
2016-03-08,3.4415879249572754
2016-03-09,3.6152546405792236
2016-03-10,3.781588077545166
2016-03-11,3.864753484725952
2016-03-14,3.7400033473968506
2016-03-15,3.5541045665740967
2016-03-16,3.6397178173065186
2016-03-17,3.876984119415283
2016-03-18,3.7913718223571777
2016-03-21,3.8158318996429443
2016-03-22,3.786480665206909
2016-03-23,3.7400033473968506
2016-03-24,3.7497880458831787
2016-03-28,3.8525233268737793
2016-03-29,3.8060481548309326
2016-03-30,3.8353993892669678
2016-03-31,3.7546815872192383
2016-04-01,3.8158318996429443
2016-04-04,3.7400033473968506
2016-04-05,3.8084936141967773
2016-04-06,3.6152546405792236
2016-04-07,3.700868844985962
2016-04-08,3.8892135620117188
2016-04-11,3.8353993892669678
2016-04-12,3.9259045124053955
2016-04-13,4.060437202453613
2016-04-14,4.158279895782471
2016-04-15,4.1827392578125
2016-04-18,4.028639316558838
2016-04-19,4.089789867401123
2016-04-20,4.194968223571777
2016-04-22,4.138708591461182
2016-04-25,4.0824503898620605
2016-04-26,4.094682693481445
2016-04-27,4.317272663116455
2016-04-28,4.400436878204346
2016-04-29,4.202307224273682
2016-05-02,4.192523002624512
2016-05-03,4.097127437591553
2016-05-04,4.092233657836914
2016-05-05,4.048206329345703
2016-05-06,4.031083106994629
2016-05-09,4.040869235992432
2016-05-10,4.275687217712402
2016-05-11,4.300149440765381
2016-05-12,4.422451019287109
2016-05-13,4.339287281036377
2016-05-16,4.292811393737793
2016-05-17,4.084897041320801
2016-05-18,4.038421630859375
2016-05-19,4.035977363586426
2016-05-20,4.0115180015563965
2016-05-23,3.974825620651245
2016-05-24,3.9760489463806152
2016-05-25,3.9588255882263184
2016-05-27,3.9834296703338623
2016-05-30,3.9366824626922607
2016-05-31,3.9169986248016357
2016-06-01,3.9465246200561523
2016-06-02,3.985891580581665
2016-06-03,4.094150066375732
2016-06-06,4.04494047164917
2016-06-07,3.990811347961426
2016-06-08,4.133516788482666
2016-06-09,4.133516788482666
2016-06-10,3.9686670303344727
2016-06-13,3.912078380584717
2016-06-14,3.8923935890197754
2016-06-15,3.9834296703338623
2016-06-16,3.9686670303344727
2016-06-17,3.953904628753662
2016-06-20,4.0966105461120605
2016-06-21,4.165502548217773
2016-06-22,4.175342082977295
2016-06-23,4.234394073486328
2016-06-24,4.160581111907959
2016-06-27,4.113831996917725
2016-06-28,4.219632148742676
2016-06-29,4.231934070587158
2016-06-30,4.428768157958984
2016-07-01,4.404162883758545
2016-07-04,4.428768157958984
2016-07-05,4.342652797698975
2016-07-06,4.305747032165527
2016-07-07,4.337730884552002
2016-07-08,4.465676307678223
2016-07-11,4.532105922698975
2016-07-12,4.600998878479004
2016-07-13,4.704334259033203
2016-07-14,4.8765645027160645
2016-07-15,4.9454569816589355
2016-07-18,5.011889457702637
2016-07-19,4.970060348510742
2016-07-20,4.760925769805908
2016-07-21,4.760925769805908
2016-07-22,4.753544807434082
2016-07-25,4.724020481109619
2016-07-26,4.694494724273682
2016-07-27,4.642825126647949
2016-07-28,4.724020481109619
2016-07-29,4.696955680847168
2016-08-01,4.61821985244751
2016-08-02,4.4952006340026855
2016-08-03,4.477975368499756
2016-08-04,4.674809455871582
2016-08-05,4.704334259033203
2016-08-08,4.610838413238525
2016-08-09,4.682192325592041
2016-08-10,4.593615531921387
2016-08-11,4.711716651916504
2016-08-12,4.760925769805908
2016-08-15,4.615759372711182
2016-08-16,4.549327850341797
2016-08-17,4.615759372711182
2016-08-18,4.5148820877075195
2016-08-19,4.5025811195373535
2016-08-22,4.4164652824401855
2016-08-23,4.458728313446045
2016-08-24,4.4537739753723145
2016-08-25,4.4711151123046875
2016-08-26,4.451298713684082
2016-08-29,4.424049377441406
2016-08-30,4.483499526977539
2016-08-31,4.436435222625732
2016-09-01,4.30019474029541
2016-09-02,4.4537739753723145
2016-09-05,4.433957099914551
2016-09-06,4.451298713684082
2016-09-08,4.394326210021973
2016-09-09,4.1936821937561035
2016-09-12,4.203589916229248
2016-09-13,4.062397480010986
2016-09-14,4.104506492614746
2016-09-15,4.248176574707031
2016-09-16,4.215975284576416
2016-09-19,4.238267421722412
2016-09-20,4.223407745361328
2016-09-21,4.258086204528809
2016-09-22,4.2779035568237305
2016-09-23,4.2085442543029785
2016-09-26,4.141661167144775
2016-09-27,4.171389102935791
2016-09-28,4.2085442543029785
2016-09-29,4.116892337799072
2016-09-30,4.163957118988037
2016-10-03,4.310103893280029
2016-10-04,4.272948741912842
2016-10-05,4.320013523101807
2016-10-06,4.334875583648682
2016-10-07,4.411662578582764
2016-10-10,4.438910961151123
2016-10-11,4.332397937774658
2016-10-13,4.357169151306152
2016-10-14,4.384416580200195
2016-10-17,4.409186363220215
2016-10-18,4.416619300842285
2016-10-19,4.51569938659668
2016-10-20,4.6073527336120605
2016-10-21,4.6073527336120605
2016-10-24,4.62221622467041
2016-10-25,4.557809829711914
2016-10-26,4.570197582244873
2016-10-27,4.582581520080566
2016-10-28,4.533041000366211
2016-10-31,4.656893730163574
2016-11-01,4.520656108856201
2016-11-03,4.389370441436768
2016-11-04,4.357169151306152
2016-11-07,4.597445487976074
2016-11-08,4.557809829711914
2016-11-09,4.451298713684082
2016-11-10,4.30019474029541
2016-11-11,4.211020469665527
2016-11-14,4.149094581604004
2016-11-16,4.151570796966553
2016-11-17,4.077259063720703
2016-11-18,4.102029800415039
2016-11-21,4.074782848358154
2016-11-22,4.1051764488220215
2016-11-23,4.057876110076904
2016-11-24,4.067834377288818
2016-11-25,4.087751388549805
2016-11-28,4.147498607635498
2016-11-29,4.1051764488220215
2016-11-30,4.135050296783447
2016-12-01,3.913485050201416
2016-12-02,3.9831910133361816
2016-12-05,3.8935694694519043
2016-12-06,3.9931483268737793
2016-12-07,4.042938709259033
2016-12-08,4.015554904937744
2016-12-09,3.918463706970215
2016-12-12,3.8512465953826904
2016-12-13,3.913485050201416
2016-12-14,3.784032106399536
2016-12-15,3.7342419624328613
2016-12-16,3.828842878341675
2016-12-19,3.861205816268921
2016-12-20,3.896057605743408
2016-12-21,3.8786330223083496
2016-12-22,3.859936237335205
2016-12-23,3.970939874649048
2016-12-26,4.006259441375732
2016-12-27,4.061761856079102
2016-12-28,4.1626763343811035
2016-12-29,4.1626763343811035
2017-01-02,4.10717248916626
2017-01-03,4.276203155517578
2017-01-04,4.35693359375
2017-01-05,4.303953647613525
2017-01-06,4.301431655883789
2017-01-09,4.301431655883789
2017-01-10,4.382163047790527
2017-01-11,4.402345657348633
2017-01-12,4.51839542388916
2017-01-13,4.510828018188477
2017-01-16,4.483076572418213
2017-01-17,4.510828018188477
2017-01-18,4.478028297424316
2017-01-19,4.50325870513916
2017-01-20,4.59660530090332
2017-01-23,4.677334308624268
2017-01-24,4.568850517272949
2017-01-26,4.616786479949951
2017-01-27,4.634446620941162
2017-01-30,4.589033603668213
2017-01-31,4.66472053527832
2017-02-01,4.677334308624268
2017-02-02,4.679856777191162
2017-02-03,4.720221519470215
2017-02-06,4.707607269287109
2017-02-07,4.732836723327637
2017-02-08,4.753020286560059
2017-02-09,4.7378830909729
2017-02-10,4.742926597595215
2017-02-13,4.768157005310059
2017-02-14,4.7454514503479
2017-02-15,4.934662818908691
2017-02-16,4.939708232879639
2017-02-17,4.969981670379639
2017-02-20,4.919525146484375
2017-02-21,5.04566764831543
2017-02-22,5.05323600769043
2017-02-23,4.922049045562744
2017-02-24,4.798431873321533
2017-03-01,4.8186116218566895
2017-03-02,4.7176995277404785
2017-03-03,4.742926597595215
2017-03-06,4.712653160095215
2017-03-07,4.659674167633057
2017-03-08,4.624355316162109
2017-03-09,4.591556549072266
2017-03-10,4.715177536010742
2017-03-13,4.770678997039795
2017-03-14,4.742926597595215
2017-03-15,4.864023208618164
2017-03-16,4.621830463409424
2017-03-17,4.594080448150635
2017-03-20,4.644536972045898
2017-03-21,4.634446620941162
2017-03-22,4.778248310089111
2017-03-23,4.7176995277404785
2017-03-24,4.720221519470215
2017-03-27,4.712653160095215
2017-03-28,4.710129261016846
2017-03-29,4.881682872772217
2017-03-30,4.891774654388428
2017-03-31,4.8665452003479
2017-04-03,4.906911849975586
2017-04-04,4.967459678649902
2017-04-05,4.914480209350586
2017-04-06,4.831226825714111
2017-04-07,4.9094343185424805
2017-04-10,4.871591567993164
2017-04-11,4.828702926635742
2017-04-12,4.808521270751953
2017-04-13,4.669766426086426
2017-04-17,4.932140350341797
2017-04-18,4.969981670379639
2017-04-19,4.871591567993164
2017-04-20,4.831226825714111
2017-04-24,4.798431873321533
2017-04-25,4.833748817443848
2017-04-26,4.816089630126953
2017-04-27,4.7807698249816895
2017-04-28,4.7959065437316895
2017-05-02,4.932140350341797
2017-05-03,4.922049045562744
2017-05-04,4.869070053100586
2017-05-05,4.906911849975586
2017-05-08,4.8942975997924805
2017-05-09,4.914480209350586
2017-05-10,5.022963047027588
2017-05-11,5.048192501068115
2017-05-12,5.080987453460693
2017-05-15,5.141535758972168
2017-05-16,5.207128524780273
2017-05-17,5.17180871963501
2017-05-18,4.735357761383057
2017-05-19,4.831226825714111
2017-05-22,4.669766426086426
2017-05-23,4.707464218139648
2017-05-24,4.760640621185303
2017-05-25,4.692270278930664
2017-05-26,4.841672420501709
2017-05-29,4.841672420501709
2017-05-30,4.796093463897705
2017-05-31,4.664416313171387
2017-06-01,4.6948041915893555
2017-06-02,4.722656726837158
2017-06-05,4.722656726837158
2017-06-06,4.697335243225098
2017-06-07,4.75051212310791
2017-06-08,4.707464218139648
2017-06-09,4.697335243225098
2017-06-12,4.666948318481445
2017-06-13,4.697335243225098
2017-06-14,4.755577564239502
2017-06-15,4.755577564239502
2017-06-16,4.79356050491333
2017-06-19,4.882188320159912
2017-06-20,4.765705585479736
2017-06-21,4.836607933044434
2017-06-22,4.8062214851379395
2017-06-23,4.775835037231445
2017-06-26,4.910045146942139
2017-06-27,4.874593734741211
2017-06-28,4.9176411628723145
2017-06-29,4.945496082305908
2017-06-30,5.0012054443359375
2017-07-03,5.0290608406066895
2017-07-04,5.023996829986572
2017-07-05,5.018930912017822
2017-07-06,4.937899112701416
2017-07-07,4.8897857666015625
2017-07-10,4.93030309677124
2017-07-11,4.9885430335998535
2017-07-12,5.0999627113342285
2017-07-13,5.178464412689209
2017-07-14,5.198721408843994
2017-07-17,5.234173774719238
2017-07-18,5.208850383758545
2017-07-19,5.221512317657471
2017-07-20,5.262027740478516
2017-07-21,5.267091274261475
2017-07-24,5.317738056182861
2017-07-25,5.2797532081604
2017-07-26,5.244302272796631
2017-07-27,5.246833801269531
2017-07-28,5.241771221160889
2017-07-31,5.188592433929443
2017-08-01,5.292415618896484
2017-08-02,5.337994575500488
2017-08-03,5.3557233810424805
2017-08-04,5.332931041717529
2017-08-07,5.444350719451904
2017-08-08,5.401302814483643
2017-08-09,5.386109828948975
2017-08-10,5.343060493469238
2017-08-11,5.343060493469238
2017-08-14,5.43168830871582
2017-08-15,5.5076584815979
2017-08-16,5.462076187133789
2017-08-17,5.421560764312744
2017-08-18,5.5431084632873535
2017-08-21,5.548172950744629
2017-08-22,5.720686912536621
2017-08-23,5.7942585945129395
2017-08-24,5.728298187255859
2017-08-25,5.66487455368042
2017-08-28,5.667412281036377
2017-08-29,5.7181501388549805
2017-08-30,5.672486782073975
2017-08-31,5.61160135269165
2017-09-01,5.715615272521973
2017-09-04,5.720686912536621
2017-09-05,5.733370304107666
2017-09-06,5.773962020874023
2017-09-07,5.773962020874023
2017-09-08,5.8196258544921875
2017-09-11,5.827237129211426
2017-09-12,5.809476852416992
2017-09-13,5.809476852416992
2017-09-14,5.928712368011475
2017-09-15,5.99467134475708
2017-09-18,6.032723903656006
2017-09-19,6.157032489776611
2017-09-20,6.288949966430664
2017-09-21,6.337153434753418
2017-09-22,6.339688777923584
2017-09-25,6.1697163581848145
2017-09-26,6.093610763549805
2017-09-27,5.999744415283203
2017-09-28,5.943933486938477
2017-09-29,6.075852870941162
2017-10-02,6.07077693939209
2017-10-03,6.207770824432373
2017-10-04,6.146884441375732
2017-10-05,6.063167572021484
2017-10-06,6.025115966796875
2017-10-09,5.984525203704834
2017-10-10,6.068242073059082
2017-10-11,6.098683834075928
2017-10-12,6.098683834075928
2017-10-13,6.027651309967041
2017-10-16,6.047945022583008
2017-10-17,6.0733160972595215
2017-10-18,6.225529193878174
2017-10-19,6.20269775390625
2017-10-20,6.2508978843688965
2017-10-23,6.184937953948975
2017-10-24,6.215381145477295
2017-10-25,6.405648231506348
2017-10-26,6.332077503204346
2017-10-27,6.365057468414307
2017-10-30,6.162105560302734
2017-10-31,6.063167572021484
2017-11-01,6.0580949783325195
2017-11-02,6.0580949783325195
2017-11-03,5.921103000640869
2017-11-06,5.923638343811035
2017-11-07,5.733370304107666
2017-11-08,5.890659332275391
2017-11-09,5.791720390319824
2017-11-10,5.682634353637695
2017-11-13,5.758740425109863
2017-11-14,5.66487455368042
2017-11-15,5.66487455368042
2017-11-16,5.964229106903076
2017-11-17,6.0073561668396
2017-11-20,6.0073561668396
2017-11-21,6.159571647644043
2017-11-22,6.234015464782715
2017-11-23,6.228924751281738
2017-11-24,6.18565034866333
2017-11-27,6.178014278411865
2017-11-28,6.175468921661377
2017-11-29,5.9820075035095215
2017-11-30,5.915822982788086
2017-12-01,5.859823226928711
2017-12-04,5.831820011138916
2017-12-05,5.770729064941406
2017-12-06,5.714727878570557
2017-12-07,5.610358238220215
2017-12-08,5.531447887420654
2017-12-11,5.610358238220215
2017-12-12,5.727454662322998
2017-12-13,5.595086097717285
2017-12-14,5.615451812744141
2017-12-15,5.592541694641113
2017-12-18,5.607814788818359
2017-12-19,5.574723720550537
2017-12-20,5.597631454467773
2017-12-21,5.671452045440674
2017-12-22,5.741354465484619
2017-12-25,5.741354465484619
2017-12-26,5.759383201599121
2017-12-27,5.839231491088867
2017-12-28,5.867565155029297
2017-12-29,5.867565155029297
2018-01-02,5.9010491371154785
2018-01-03,6.001504898071289
2018-01-04,6.0401411056518555
2018-01-05,6.127716064453125
2018-01-08,6.156050205230713
2018-01-09,6.068474769592285
2018-01-10,6.014383792877197
2018-01-11,6.112261772155762
2018-01-12,6.081353187561035
2018-01-15,6.099382400512695
2018-01-16,6.140594482421875
2018-01-17,6.192110538482666
2018-01-18,6.264230728149414
2018-01-19,6.408473014831543
2018-01-22,6.374989032745361
2018-01-23,6.33120059967041
2018-01-24,6.6634745597839355
2018-01-25,6.6634745597839355
2018-01-26,6.787109375
2018-01-29,6.797413349151611
2018-01-30,6.748472690582275
2018-01-31,6.717563629150391
2018-02-01,6.766502857208252
2018-02-02,6.696957588195801
2018-02-05,6.416200637817383
2018-02-06,6.4368062019348145
2018-02-07,6.3543829917907715
2018-02-08,6.300292491912842
2018-02-09,6.1792311668396
2018-02-14,6.295139312744141
2018-02-15,6.467714786529541
2018-02-16,6.57847261428833
2018-02-19,6.56817102432251
2018-02-20,6.658320903778076
2018-02-21,6.866957664489746
2018-02-22,6.776806831359863
2018-02-23,6.957107067108154
2018-02-26,7.0086236000061035
2018-02-27,6.825746536254883
2018-02-28,6.599080562591553
2018-03-01,6.59135103225708
2018-03-02,6.6660475730896
2018-03-05,6.748472690582275
2018-03-06,6.761353492736816
2018-03-07,6.735593795776367
2018-03-08,6.720139980316162
2018-03-09,6.954534530639648
2018-03-12,6.946806907653809
2018-03-13,6.931352615356445
2018-03-14,6.810290813446045
2018-03-15,6.696957588195801
2018-03-16,6.63256311416626
2018-03-19,6.5836262702941895
2018-03-20,6.712412357330322
2018-03-21,6.75362491607666
2018-03-22,6.691808223724365
2018-03-23,6.550140380859375
2018-03-26,6.609381198883057
2018-03-27,6.59135103225708
2018-03-28,6.722715377807617
2018-03-29,6.874683380126953
2018-04-02,6.823169708251953
2018-04-03,6.812864780426025
2018-04-04,6.740748882293701
2018-04-05,6.895290374755859
2018-04-06,6.905595779418945
2018-04-09,6.748472690582275
2018-04-10,6.769079208374023
2018-04-11,6.838625431060791
2018-04-12,6.926198959350586
2018-04-13,6.805140495300293
2018-04-16,6.537261962890625
2018-04-17,6.6119585037231445
2018-04-18,6.761353492736816
2018-04-19,6.712412357330322
2018-04-20,6.619683742523193
2018-04-23,6.629988670349121
2018-04-24,6.541542053222656
2018-04-25,6.479490280151367
2018-04-26,6.637210845947266
2018-04-27,6.678579330444336
2018-04-30,6.541542053222656
2018-05-02,6.363136291503906
2018-05-03,6.246786594390869
2018-05-04,6.215757846832275
2018-05-07,6.200244426727295
2018-05-08,6.176975250244141
2018-05-09,6.220930576324463
2018-05-10,6.381237030029297
2018-05-11,6.101992130279541
2018-05-14,6.0218400955200195
2018-05-15,5.895145416259766
2018-05-16,5.96754264831543
2018-05-17,5.71674108505249
2018-05-18,5.76069450378418
2018-05-21,5.727081775665283
2018-05-22,6.037353992462158
2018-05-23,5.714153289794922
2018-05-24,5.584874629974365
2018-05-25,5.434910774230957
2018-05-28,5.308216094970703
2018-05-29,5.359928131103516
2018-05-30,5.6288275718688965
2018-06-01,5.752938270568848
2018-06-04,5.90031623840332
2018-06-05,5.719326019287109
2018-06-06,5.53574800491333
2018-06-07,5.171179294586182
2018-06-08,5.388369560241699
2018-06-11,5.2797746658325195
2018-06-12,5.429739475250244
2018-06-13,5.344414710998535
2018-06-14,5.209962844848633
2018-06-15,5.116882801055908
2018-06-18,4.9669189453125
2018-06-19,5.153079509735107
2018-06-20,5.114296913146973
2018-06-21,5.059999465942383
2018-06-22,5.163422584533691
2018-06-25,5.349585056304932
2018-06-26,5.336658477783203
2018-06-27,5.222892761230469
2018-06-28,5.3643598556518555
2018-06-29,5.346059322357178
2018-07-02,5.395730972290039
2018-07-03,5.461085319519043
2018-07-04,5.526440620422363
2018-07-05,5.49245548248291
2018-07-06,5.685907363891602
2018-07-10,5.847986698150635
2018-07-11,5.8506035804748535
2018-07-12,6.028368949890137
2018-07-13,6.227049350738525
2018-07-16,6.143394470214844
2018-07-17,6.258420467376709
2018-07-18,6.070195198059082
2018-07-19,6.038825035095215
2018-07-20,6.078039169311523
2018-07-23,6.010068416595459
2018-07-24,6.075424671173096
2018-07-25,6.2165913581848145
2018-07-26,6.156465530395508
2018-07-27,6.1826066970825195
2018-07-30,6.208748817443848
2018-07-31,6.219206809997559
2018-08-01,6.187835216522217
2018-08-02,6.300246238708496
2018-08-03,6.522453784942627
2018-08-06,6.4623284339904785
2018-08-07,6.274105548858643
2018-08-08,6.125095367431641
2018-08-09,6.080652236938477
2018-08-10,5.955170631408691
2018-08-13,5.9865403175354
2018-08-14,6.0989532470703125
2018-08-15,6.06235408782959
2018-08-16,6.070195198059082
2018-08-17,5.895042896270752
2018-08-20,5.905500411987305
2018-08-21,5.803546905517578
2018-08-22,5.863673210144043
2018-08-23,5.523828029632568
2018-08-24,5.521212100982666
2018-08-27,5.685907363891602
2018-08-28,5.672835826873779
