Date,ABEV3.SA
2015-01-02,10.75448226928711
2015-01-05,10.559802055358887
2015-01-06,10.962592124938965
2015-01-07,11.11699390411377
2015-01-08,11.786864280700684
2015-01-09,11.7583589553833
2015-01-12,11.90800952911377
2015-01-13,11.90800952911377
2015-01-14,11.94364070892334
2015-01-15,11.965019226074219
2015-01-16,12.050536155700684
2015-01-19,11.829625129699707
2015-01-20,12.043410301208496
2015-01-21,12.178808212280273
2015-01-22,12.31420612335205
2015-01-23,12.136051177978516
2015-01-26,12.10754680633545
2015-01-27,12.086169242858887
2015-01-28,12.136051177978516
2015-01-29,12.585007667541504
2015-01-30,12.60638427734375
2015-02-02,12.463861465454102
2015-02-03,12.50661849975586
2015-02-04,12.356965065002441
2015-02-05,12.642016410827637
2015-02-06,12.763162612915039
2015-02-09,12.948450088500977
2015-02-10,12.855804443359375
2015-02-11,12.855804443359375
2015-02-12,12.891435623168945
2015-02-13,12.827301979064941
2015-02-18,12.969825744628906
2015-02-19,12.991205215454102
2015-02-20,12.948450088500977
2015-02-23,13.16935920715332
2015-02-24,13.16935920715332
2015-02-25,13.00545883178711
2015-02-26,13.17648983001709
2015-02-27,13.048213005065918
2015-03-02,12.962278366088867
2015-03-03,13.198606491088867
2015-03-04,13.11266803741455
2015-03-05,13.148475646972656
2015-03-06,13.055376052856445
2015-03-09,13.062539100646973
2015-03-10,12.67581844329834
2015-03-11,12.990921974182129
2015-03-12,12.91930866241455
2015-03-13,12.990921974182129
2015-03-16,12.890665054321289
2015-03-17,13.012408256530762
2015-03-18,13.198606491088867
2015-03-19,13.248738288879395
2015-03-20,13.3704833984375
2015-03-23,13.492227554321289
2015-03-24,13.356158256530762
2015-03-25,13.191445350646973
2015-03-26,12.947955131530762
2015-03-27,13.09118366241455
2015-03-30,13.356158256530762
2015-03-31,13.234413146972656
2015-04-01,13.571002006530762
2015-04-02,13.499391555786133
2015-04-06,13.778687477111816
2015-04-07,13.921915054321289
2015-04-08,13.914755821228027
2015-04-09,13.843140602111816
2015-04-10,13.979211807250977
2015-04-13,13.900429725646973
2015-04-14,13.692748069763184
2015-04-15,13.707073211669922
2015-04-16,13.678422927856445
2015-04-17,13.656940460205078
2015-04-20,13.528032302856445
2015-04-22,13.578164100646973
2015-04-23,13.506549835205078
2015-04-24,13.556679725646973
2015-04-27,13.463577270507812
2015-04-28,13.535196304321289
2015-04-29,13.499391555786133
2015-04-30,13.571002006530762
2015-05-04,13.850301742553711
2015-05-05,14.015016555786133
2015-05-06,14.208375930786133
2015-05-07,13.972046852111816
2015-05-08,14.237019538879395
2015-05-11,14.129599571228027
2015-05-12,13.921915054321289
2015-05-13,13.964881896972656
2015-05-14,13.893269538879395
2015-05-15,14.086629867553711
2015-05-18,13.807332992553711
2015-05-19,13.778687477111816
2015-05-20,13.234413146972656
2015-05-21,13.492227554321289
2015-05-22,13.427772521972656
2015-05-25,13.535196304321289
2015-05-26,13.270220756530762
2015-05-27,13.248738288879395
2015-05-28,13.234413146972656
2015-05-29,13.270220756530762
2015-06-01,13.320352554321289
2015-06-02,13.356350898742676
2015-06-03,13.262751579284668
2015-06-05,13.464356422424316
2015-06-08,13.291549682617188
2015-06-09,13.341951370239258
2015-06-10,13.50755500793457
2015-06-11,13.442754745483398
2015-06-12,13.493157386779785
2015-06-15,13.176346778869629
2015-06-16,13.485954284667969
2015-06-17,13.435552597045898
2015-06-18,13.442754745483398
2015-06-19,13.58675765991211
2015-06-22,13.644360542297363
2015-06-23,13.615559577941895
2015-06-24,13.608358383178711
2015-06-25,13.622758865356445
2015-06-26,13.781163215637207
2015-06-29,13.651557922363281
2015-06-30,13.673160552978516
2015-07-01,13.773964881896973
2015-07-02,13.709158897399902
2015-07-03,13.788363456726074
2015-07-06,13.838761329650879
2015-07-07,13.90356731414795
2015-07-08,13.752361297607422
2015-07-10,13.989970207214355
2015-07-13,14.069171905517578
2015-07-14,14.148371696472168
2015-07-15,14.220375061035156
2015-07-16,14.205976486206055
2015-07-17,14.184372901916504
2015-07-20,14.213174819946289
2015-07-21,14.12677001953125
2015-07-22,14.061969757080078
2015-07-23,13.817163467407227
2015-07-24,13.651557922363281
2015-07-27,13.44995403289795
2015-07-28,13.529157638549805
2015-07-29,13.399550437927246
2015-07-30,13.601157188415527
2015-07-31,14.018767356872559
2015-08-03,14.112373352050781
2015-08-04,14.205976486206055
2015-08-05,14.364377975463867
2015-08-06,14.313973426818848
2015-08-07,13.95396900177002
2015-08-10,14.069171905517578
2015-08-11,14.205976486206055
2015-08-12,13.608358383178711
2015-08-13,13.435552597045898
2015-08-14,13.363554000854492
2015-08-17,13.385153770446777
2015-08-18,13.44995403289795
2015-08-19,13.046746253967285
2015-08-20,13.305949211120605
2015-08-21,13.003544807434082
2015-08-24,13.017942428588867
2015-08-25,13.183547019958496
2015-08-26,13.579560279846191
2015-08-27,13.723564147949219
2015-08-28,13.853164672851562
2015-08-31,13.745162010192871
2015-09-01,13.471553802490234
2015-09-02,13.781163215637207
2015-09-03,14.133971214294434
2015-09-04,14.292378425598145
2015-09-08,14.119573593139648
2015-09-09,13.938179016113281
2015-09-10,13.909158706665039
2015-09-11,13.684234619140625
2015-09-14,13.684234619140625
2015-09-15,13.829347610473633
2015-09-16,14.112318992614746
2015-09-17,14.141338348388672
2015-09-18,14.126826286315918
2015-09-21,14.025247573852539
2015-09-22,14.076038360595703
2015-09-23,13.909158706665039
2015-09-24,13.872879981994629
2015-09-25,14.003480911254883
2015-09-28,13.988968849182129
2015-09-29,14.047016143798828
2015-09-30,14.09054946899414
2015-10-01,14.293707847595215
2015-10-02,14.554911613464355
2015-10-05,14.765329360961914
2015-10-06,14.431568145751953
2015-10-07,14.511380195617676
2015-10-08,14.279197692871094
2015-10-09,14.35901165008545
2015-10-13,13.568143844604492
2015-10-14,13.350471496582031
2015-10-15,13.86562442779541
2015-10-16,13.99622917175293
2015-10-19,14.126826286315918
2015-10-20,14.20664119720459
2015-10-21,14.293707847595215
2015-10-22,14.26468563079834
2015-10-23,14.344496726989746
2015-10-26,14.279197692871094
2015-10-27,14.373517036437988
2015-10-28,14.250174522399902
2015-10-29,13.785813331604004
2015-10-30,13.85111141204834
2015-11-03,14.221152305603027
2015-11-04,14.221152305603027
2015-11-05,14.1195707321167
2015-11-06,13.764044761657715
2015-11-09,13.568143844604492
2015-11-10,13.531861305236816
2015-11-11,13.829347610473633
2015-11-12,13.705998420715332
2015-11-13,13.858366012573242
2015-11-16,13.822088241577148
2015-11-17,13.872879981994629
2015-11-18,13.909158706665039
2015-11-19,14.039758682250977
2015-11-23,13.829347610473633
2015-11-24,13.742276191711426
2015-11-25,13.495583534240723
2015-11-26,13.647951126098633
2015-11-27,13.473814010620117
2015-11-30,13.524603843688965
2015-12-01,13.589905738830566
2015-12-02,13.37949275970459
2015-12-03,13.604416847229004
2015-12-04,13.452049255371094
2015-12-07,13.495583534240723
2015-12-08,13.161822319030762
2015-12-09,13.408513069152832
2015-12-10,13.277911186218262
2015-12-11,13.26340389251709
2015-12-14,13.096517562866211
2015-12-15,12.951407432556152
2015-12-16,13.161822319030762
2015-12-17,13.16907787322998
2015-12-18,12.915127754211426
2015-12-21,13.0602445602417
2015-12-22,13.13340950012207
2015-12-23,13.316325187683105
2015-12-28,13.272425651550293
2015-12-29,13.316325187683105
2015-12-30,13.06024169921875
2016-01-04,12.591975212097168
2016-01-05,12.78952407836914
2016-01-06,12.665142059326172
2016-01-07,12.32857608795166
2016-01-08,12.489542961120605
2016-01-11,12.291993141174316
2016-01-12,12.423691749572754
