Date,TAEE11.SA
2015-11-09,7.640684127807617
2015-11-10,7.780696868896484
2015-11-11,7.732694625854492
2015-11-12,7.780696868896484
2015-11-13,7.860707759857178
2015-11-16,7.712690353393555
2015-11-17,7.7606940269470215
2015-11-18,7.752693176269531
2015-11-19,7.600682735443115
2015-11-23,7.652683258056641
2015-11-24,7.504673480987549
2015-11-25,7.3326568603515625
2015-11-26,7.400661945343018
2015-11-27,7.144639015197754
2015-11-30,7.04863166809082
2015-12-01,7.036631107330322
2015-12-02,7.0886359214782715
2015-12-03,7.200645446777344
2015-12-04,7.200645446777344
2015-12-07,7.204646587371826
2015-12-08,6.932621479034424
2015-12-09,6.880616664886475
2015-12-10,6.880616664886475
2015-12-11,6.8006110191345215
2015-12-14,6.804610252380371
2015-12-15,6.6885986328125
2015-12-16,6.8006110191345215
2015-12-17,6.744605541229248
2015-12-18,6.680599689483643
2015-12-21,6.586794853210449
2015-12-22,6.6724443435668945
2015-12-23,6.778485298156738
2015-12-28,6.770328998565674
2015-12-29,6.770328998565674
2015-12-30,6.831505298614502
2016-01-04,6.586794853210449
2016-01-05,6.484832763671875
2016-01-06,6.5052266120910645
2016-01-07,6.289065361022949
2016-01-08,6.55824613571167
2016-01-11,6.627581596374512
2016-01-12,6.599030494689941
2016-01-13,6.627581596374512
2016-01-14,6.676525592803955
2016-01-15,6.382869243621826
2016-01-18,6.362478733062744
2016-01-19,6.423656463623047
2016-01-20,6.158551216125488
2016-01-21,6.280906677246094
2016-01-22,6.321690559387207
2016-01-26,6.4114203453063965
2016-01-27,6.717308044433594
2016-01-28,6.847820281982422
2016-01-29,7.092531204223633
2016-02-01,7.231199741363525
2016-02-02,6.941627502441406
2016-02-03,6.913076400756836
2016-02-04,7.218964099884033
2016-02-05,7.280144214630127
2016-02-10,7.259751319885254
2016-02-11,7.214888095855713
2016-02-12,7.239358901977539
2016-02-15,7.1781792640686035
2016-02-16,7.259751319885254
2016-02-17,7.431046485900879
2016-02-18,7.533008575439453
2016-02-19,7.537087917327881
2016-02-22,7.488147735595703
2016-02-23,7.5819525718688965
2016-02-24,7.369870185852051
2016-02-25,7.496304035186768
2016-02-26,7.594189643859863
2016-02-29,7.692070960998535
2016-03-01,7.769563674926758
2016-03-02,7.382106781005859
2016-03-03,7.463675022125244
2016-03-04,7.577874183654785
2016-03-07,7.422893047332764
2016-03-08,7.320926666259766
2016-03-09,7.418811798095703
2016-03-10,7.418811798095703
2016-03-11,7.3086934089660645
2016-03-14,7.46775484085083
2016-03-15,7.341322422027588
2016-03-16,7.365790367126465
2016-03-17,7.732859134674072
2016-03-18,7.720623970031738
2016-03-21,7.924550533294678
2016-03-22,7.883762359619141
2016-03-23,7.961254119873047
2016-03-24,7.8674492835998535
2016-03-28,7.993881702423096
2016-03-29,8.177413940429688
2016-03-30,8.124396324157715
2016-03-31,8.189652442932129
2016-04-01,8.00203800201416
2016-04-04,8.055058479309082
2016-04-05,7.953097820281982
2016-04-06,7.993881702423096
2016-04-07,7.965335369110107
2016-04-08,8.11623764038086
2016-04-11,8.136628150939941
2016-04-12,8.540404319763184
2016-04-13,8.418046951293945
2016-04-14,8.442516326904297
2016-04-15,8.564873695373535
2016-04-18,8.442516326904297
2016-04-19,8.735820770263672
2016-04-20,8.500869750976562
2016-04-22,8.543590545654297
2016-04-25,8.423978805541992
2016-04-26,8.56067943572998
2016-04-27,8.629024505615234
2016-04-28,8.650382995605469
2016-04-29,8.355631828308105
2016-05-02,8.423978805541992
2016-05-03,8.51795768737793
2016-05-04,8.44533920288086
2016-05-05,8.436795234680176
2016-05-06,8.176213264465332
2016-05-09,8.201847076416016
2016-05-10,8.330000877380371
2016-05-11,8.381261825561523
2016-05-12,8.505143165588379
2016-05-13,8.248832702636719
2016-05-16,8.193302154541016
2016-05-17,8.201847076416016
2016-05-18,8.359903335571289
2016-05-19,8.116411209106445
2016-05-20,8.30436897277832
2016-05-23,8.193302154541016
2016-05-24,8.176213264465332
2016-05-25,8.098027229309082
2016-05-27,8.155494689941406
2016-05-30,8.089189529418945
2016-05-31,8.332306861877441
2016-06-01,8.044983863830566
2016-06-02,7.854908466339111
2016-06-03,8.044983863830566
2016-06-06,7.762084007263184
2016-06-07,7.969839572906494
2016-06-08,8.133389472961426
2016-06-09,7.903533935546875
2016-06-10,7.828390121459961
2016-06-13,7.98309850692749
2016-06-14,7.965417861938477
2016-06-15,8.089189529418945
2016-06-16,8.128969192504883
2016-06-17,8.058245658874512
2016-06-20,8.177596092224121
2016-06-21,8.261581420898438
2016-06-22,8.243897438049316
2016-06-23,8.4428129196167
2016-06-24,8.283683776855469
2016-06-27,8.177596092224121
2016-06-28,8.30136489868164
2016-06-29,8.407451629638672
2016-06-30,8.487016677856445
2016-07-01,8.685932159423828
2016-07-04,8.818541526794434
2016-07-05,8.968830108642578
2016-07-06,8.752236366271973
2016-07-07,8.663830757141113
2016-07-08,8.818541526794434
2016-07-11,9.105862617492676
2016-07-12,9.083758354187012
2016-07-13,9.194268226623535
2016-07-14,8.933469772338867
2016-07-15,8.920209884643555
2016-07-18,9.110282897949219
2016-07-19,9.410863876342773
2016-07-20,9.63630199432373
2016-07-21,9.486008644104004
2016-07-22,9.459487915039062
2016-07-25,9.543471336364746
2016-07-26,9.870577812194824
2016-07-27,10.312609672546387
2016-07-28,10.529204368591309
2016-07-29,11.448631286621094
2016-08-01,11.002178192138672
2016-08-02,10.480581283569336
2016-08-03,10.374494552612305
2016-08-04,9.512531280517578
2016-08-05,9.81311321258545
2016-08-08,10.378911018371582
2016-08-09,10.608773231506348
2016-08-10,10.679499626159668
2016-08-11,10.608773231506348
2016-08-12,10.321453094482422
2016-08-15,10.20210075378418
2016-08-16,10.383331298828125
2016-08-17,10.498263359069824
2016-08-18,10.872601509094238
2016-08-19,10.664205551147461
2016-08-22,10.433165550231934
2016-08-23,10.238364219665527
2016-08-24,10.17041301727295
2016-08-25,10.338030815124512
2016-08-26,10.13869857788086
2016-08-29,10.35162353515625
2016-08-30,10.247425079345703
2016-08-31,10.51017951965332
2016-09-01,10.011850357055664
2016-09-02,10.306316375732422
2016-09-05,10.088865280151367
2016-09-06,10.541890144348145
2016-09-08,10.283665657043457
2016-09-09,9.96654987335205
2016-09-12,10.188530921936035
2016-09-13,9.971080780029297
2016-09-14,10.057153701782227
2016-09-15,10.193061828613281
2016-09-16,10.233832359313965
2016-09-19,10.319910049438477
2016-09-20,10.147758483886719
2016-09-21,10.057153701782227
2016-09-22,9.989203453063965
2016-09-23,9.875945091247559
2016-09-26,9.762688636779785
2016-09-27,9.885004043579102
2016-09-28,9.744565963745117
2016-09-29,9.667551040649414
2016-09-30,9.504463195800781
2016-10-03,9.468220710754395
2016-10-04,9.477285385131836
2016-10-05,9.427450180053711
2016-10-06,9.450101852416992
2016-10-07,9.472753524780273
2016-10-10,9.62678050994873
2016-10-11,9.644902229309082
2016-10-13,9.694732666015625
2016-10-14,9.536176681518555
2016-10-17,9.513524055480957
2016-10-18,9.296072006225586
2016-10-19,9.468220710754395
2016-10-20,9.694732666015625
2016-10-21,9.721916198730469
2016-10-24,9.649430274963379
2016-10-25,9.622251510620117
2016-10-26,9.55882453918457
2016-10-27,9.640371322631836
2016-10-28,9.400267601013184
2016-10-31,9.400267601013184
2016-11-01,9.28701114654541
2016-11-03,9.291543960571289
2016-11-04,9.368555068969727
2016-11-07,9.468220710754395
2016-11-08,9.468220710754395
2016-11-09,9.196405410766602
2016-11-10,8.838517189025879
2016-11-11,8.453447341918945
2016-11-14,8.4489164352417
2016-11-16,8.417203903198242
2016-11-17,8.562171936035156
2016-11-18,8.539521217346191
2016-11-21,8.734320640563965
2016-11-22,8.544050216674805
2016-11-23,8.612006187438965
2016-11-24,8.825662612915039
2016-11-25,8.825662612915039
2016-11-28,8.732368469238281
2016-11-29,8.559772491455078
2016-11-30,8.653063774108887
2016-12-01,8.443153381347656
2016-12-02,8.67638874053955
2016-12-05,8.746357917785645
2016-12-06,8.629746437072754
2016-12-07,8.58309268951416
2016-12-08,8.84432315826416
2016-12-09,9.026244163513184
2016-12-12,9.142863273620605
2016-12-13,9.09621524810791
2016-12-14,9.09621524810791
2016-12-15,9.086885452270508
2016-12-16,9.189508438110352
2016-12-19,9.338780403137207
2016-12-20,9.306126594543457
2016-12-21,9.488054275512695
2016-12-22,9.632658004760742
2016-12-23,9.562687873840332
2016-12-26,9.413416862487793
2016-12-27,9.469391822814941
2016-12-28,9.586012840270996
2016-12-29,9.674641609191895
2017-01-02,9.982510566711426
2017-01-03,10.001172065734863
2017-01-04,9.912542343139648
2017-01-05,9.959186553955078
2017-01-06,9.875224113464355
2017-01-09,9.697964668273926
2017-01-10,9.968520164489746
2017-01-11,9.823912620544434
2017-01-12,10.06648063659668
2017-01-13,10.234408378601074
2017-01-16,10.215746879577637
2017-01-17,10.239070892333984
2017-01-18,10.309042930603027
2017-01-19,10.159771919250488
2017-01-20,10.262394905090332
2017-01-23,10.122454643249512
2017-01-24,10.150443077087402
2017-01-26,10.192426681518555
2017-01-27,10.267061233520508
2017-01-30,10.099132537841797
2017-01-31,10.010499954223633
2017-02-01,10.14577865600586
2017-02-02,10.229743957519531
2017-02-03,10.24840259552002
2017-02-06,10.117791175842285
2017-02-07,10.052484512329102
2017-02-08,9.926536560058594
2017-02-09,9.945196151733398
2017-02-10,9.935864448547363
2017-02-13,10.197092056274414
2017-02-14,10.00583553314209
2017-02-15,10.047820091247559
2017-02-16,10.183094024658203
2017-02-17,10.295049667358398
2017-02-20,10.323038101196289
2017-02-21,10.285721778869629
2017-02-22,10.351029396057129
2017-02-23,10.285721778869629
2017-02-24,10.267061233520508
2017-03-01,10.644903182983398
2017-03-02,10.537615776062012
2017-03-03,10.668230056762695
2017-03-06,10.724204063415527
2017-03-07,10.794173240661621
2017-03-08,10.504961013793945
2017-03-09,10.309042930603027
2017-03-10,10.696215629577637
2017-03-13,10.593592643737793
2017-03-14,10.374348640441895
2017-03-15,10.472311019897461
2017-03-16,10.075807571411133
2017-03-17,10.071141242980957
2017-03-20,10.122454643249512
2017-03-21,10.215746879577637
2017-03-22,10.197092056274414
2017-03-23,10.094466209411621
2017-03-24,10.24373722076416
2017-03-27,10.285721778869629
2017-03-28,10.462977409362793
2017-03-29,10.612251281738281
2017-03-30,10.635576248168945
2017-03-31,10.705543518066406
2017-04-03,10.798837661743164
2017-04-04,10.808165550231934
2017-04-05,10.719539642333984
2017-04-06,10.542279243469238
2017-04-07,10.48163890838623
2017-04-10,10.602920532226562
2017-04-11,10.747528076171875
2017-04-12,10.817498207092285
2017-04-13,10.677556991577148
2017-04-17,10.738198280334473
2017-04-18,10.873476028442383
2017-04-19,11.032075881958008
2017-04-20,10.94344711303711
2017-04-24,10.546944618225098
2017-04-25,10.798837661743164
2017-04-26,10.752190589904785
2017-04-27,10.868809700012207
2017-04-28,10.733531951904297
2017-05-02,10.934120178222656
2017-05-03,10.756857872009277
2017-05-04,10.635576248168945
2017-05-05,10.734411239624023
2017-05-08,10.972954750061035
2017-05-09,11.25920581817627
2017-05-10,11.349848747253418
2017-05-11,11.416642189025879
2017-05-12,11.450035095214844
2017-05-15,11.440496444702148
2017-05-16,11.640872955322266
2017-05-17,11.53591251373291
2017-05-18,10.877535820007324
2017-05-19,11.16378402709961
2017-05-22,10.925244331359863
2017-05-23,11.055644035339355
2017-05-24,11.075166702270508
2017-05-25,10.997071266174316
2017-05-26,11.280170440673828
2017-05-29,11.280170440673828
2017-05-30,11.44613265991211
2017-05-31,11.080052375793457
2017-06-01,10.933616638183594
2017-06-02,10.904333114624023
2017-06-05,10.713966369628906
2017-06-06,10.933616638183594
2017-06-07,10.923853874206543
2017-06-08,10.738371849060059
2017-06-09,10.66515827178955
2017-06-12,10.772540092468262
2017-06-13,10.66515827178955
2017-06-14,10.630988121032715
2017-06-15,10.630988121032715
2017-06-16,10.640748977661133
2017-06-19,10.523605346679688
2017-06-20,10.48455810546875
2017-06-21,10.51384449005127
2017-06-22,10.538248062133789
2017-06-23,10.543131828308105
2017-06-26,10.753016471862793
2017-06-27,10.611465454101562
2017-06-28,10.494317054748535
2017-06-29,10.694445610046387
2017-06-30,10.757898330688477
2017-07-03,10.875043869018555
2017-07-04,11.045881271362305
2017-07-05,10.835997581481934
2017-07-06,10.591940879821777
2017-07-07,10.79694652557373
2017-07-10,11.206954956054688
2017-07-11,11.187430381774902
2017-07-12,11.202072143554688
2017-07-13,11.38267707824707
2017-07-14,11.143503189086914
2017-07-17,11.045881271362305
2017-07-18,11.031237602233887
2017-07-19,10.99219036102295
2017-07-20,11.031237602233887
2017-07-21,11.119096755981445
2017-07-24,11.221598625183105
2017-07-25,11.416840553283691
2017-07-26,11.299696922302246
2017-07-27,11.441248893737793
2017-07-28,11.343626976013184
2017-07-31,11.333864212036133
2017-08-01,11.54374885559082
2017-08-02,11.324104309082031
2017-08-03,11.421720504760742
2017-08-04,11.592561721801758
2017-08-07,11.79268741607666
2017-08-08,11.592561721801758
2017-08-09,11.636492729187012
2017-08-10,11.421720504760742
2017-08-11,11.309457778930664
2017-08-14,11.192313194274902
2017-08-15,11.260648727416992
2017-08-16,11.177668571472168
2017-08-17,11.179084777832031
2017-08-18,11.179084777832031
2017-08-21,11.080588340759277
2017-08-22,11.27757453918457
2017-08-23,11.331748962402344
2017-08-24,11.179084777832031
2017-08-25,11.228330612182617
2017-08-28,11.27757453918457
2017-08-29,11.179084777832031
2017-08-30,10.98209285736084
2017-08-31,11.080588340759277
2017-09-01,11.499186515808105
2017-09-04,11.302196502685547
2017-09-05,11.361296653747559
2017-09-06,11.21847915649414
2017-09-07,11.21847915649414
2017-09-08,11.326821327209473
2017-09-11,11.425318717956543
2017-09-12,11.34652328491211
2017-09-13,11.331748962402344
2017-09-14,11.331748962402344
2017-09-15,11.489338874816895
2017-09-18,11.474565505981445
2017-09-19,11.164307594299316
2017-09-20,11.179084777832031
2017-09-21,11.016569137573242
2017-09-22,11.046113014221191
2017-09-25,10.898374557495117
2017-09-26,10.68661117553711
2017-09-27,10.68661117553711
2017-09-28,10.735856056213379
2017-09-29,10.957469940185547
2017-10-02,11.001794815063477
2017-10-03,11.006715774536133
2017-10-04,10.937769889831543
2017-10-05,11.287424087524414
2017-10-06,11.228330612182617
2017-10-09,11.055961608886719
2017-10-10,11.006715774536133
2017-10-11,11.085511207580566
2017-10-12,11.085511207580566
2017-10-13,11.065814018249512
2017-10-16,10.785109519958496
2017-10-17,10.863901138305664
2017-10-18,10.858975410461426
2017-10-19,10.68661117553711
2017-10-20,10.68661117553711
2017-10-23,10.602892875671387
2017-10-24,10.529020309448242
2017-10-25,10.464997291564941
2017-10-26,10.199065208435059
2017-10-27,10.194140434265137
2017-10-30,10.095645904541016
2017-10-31,10.095645904541016
2017-11-01,10.02177619934082
2017-11-02,10.02177619934082
2017-11-03,10.179367065429688
2017-11-06,10.208914756774902
2017-11-07,9.992230415344238
2017-11-08,9.967604637145996
2017-11-09,9.982377052307129
2017-11-10,10.046399116516113
2017-11-13,10.01192569732666
2017-11-14,9.745993614196777
2017-11-15,9.745993614196777
2017-11-16,10.046399116516113
2017-11-17,10.180307388305664
2017-11-20,10.180307388305664
2017-11-21,10.265146255493164
2017-11-22,10.305069923400879
2017-11-23,10.330018997192383
2017-11-24,10.554584503173828
2017-11-27,10.769169807434082
2017-11-28,10.928863525390625
2017-11-29,10.829054832458496
2017-11-30,10.619460105895996
2017-12-01,10.489709854125977
2017-12-04,10.544607162475586
2017-12-05,10.544607162475586
2017-12-06,10.384912490844727
2017-12-07,10.23021125793457
2017-12-08,10.374933242797852
2017-12-11,10.2900972366333
2017-12-12,10.64441204071045
2017-12-13,10.429827690124512
2017-12-14,10.45976734161377
2017-12-15,10.379922866821289
2017-12-18,10.359960556030273
2017-12-19,10.162917137145996
2017-12-20,10.365165710449219
2017-12-21,10.395501136779785
2017-12-22,10.511794090270996
2017-12-25,10.511794090270996
2017-12-26,10.668534278869629
2017-12-27,10.648311614990234
2017-12-28,10.789886474609375
2017-12-29,10.789886474609375
2018-01-02,10.850555419921875
2018-01-03,10.865729331970215
2018-01-04,10.693818092346191
2018-01-05,10.744379997253418
2018-01-08,10.693818092346191
2018-01-09,10.496628761291504
2018-01-10,10.355055809020996
2018-01-11,10.27920913696289
2018-01-12,10.27920913696289
2018-01-15,10.390445709228516
2018-01-16,10.329771041870117
2018-01-17,10.365165710449219
2018-01-18,10.289323806762695
2018-01-19,10.27920913696289
2018-01-22,10.334831237792969
2018-01-23,10.274154663085938
2018-01-24,10.405616760253906
2018-01-25,10.405616760253906
2018-01-26,10.344942092895508
2018-01-29,10.344942092895508
2018-01-30,10.289323806762695
2018-01-31,10.188200950622559
2018-02-01,10.258987426757812
2018-02-02,10.243819236755371
2018-02-05,10.132582664489746
2018-02-06,10.183144569396973
2018-02-07,10.193255424499512
2018-02-08,10.001124382019043
2018-02-09,9.935388565063477
2018-02-14,10.309547424316406
2018-02-15,10.415730476379395
2018-02-16,10.441010475158691
2018-02-19,10.329771041870117
2018-02-20,10.50674057006836
2018-02-21,10.617974281311035
2018-02-22,10.592695236206055
2018-02-23,10.623030662536621
2018-02-26,10.82022476196289
2018-02-27,10.708988189697266
2018-02-28,10.365165710449219
2018-03-01,10.339885711669922
2018-03-02,10.516849517822266
2018-03-05,10.400562286376953
2018-03-06,10.339885711669922
2018-03-07,10.339885711669922
2018-03-08,10.339885711669922
2018-03-09,10.466287612915039
2018-03-12,10.562357902526855
2018-03-13,10.466287612915039
2018-03-14,10.415730476379395
2018-03-15,10.415730476379395
2018-03-16,10.516849517822266
2018-03-19,10.476402282714844
2018-03-20,10.304492950439453
2018-03-21,10.213483810424805
2018-03-22,10.269099235534668
2018-03-23,10.55729866027832
2018-03-26,10.617974281311035
2018-03-27,10.759547233581543
2018-03-28,10.784829139709473
2018-03-29,10.987075805664062
2018-04-02,10.875840187072754
2018-04-03,10.93145751953125
2018-04-04,11.08314323425293
2018-04-05,10.982020378112793
2018-04-06,10.739325523376465
2018-04-09,10.365165710449219
2018-04-10,10.441010475158691
2018-04-11,10.516849517822266
2018-04-12,10.50168228149414
2018-04-13,10.365165710449219
2018-04-16,10.365165710449219
2018-04-17,10.532017707824707
2018-04-18,10.537074089050293
2018-04-19,10.446063041687012
2018-04-20,10.688761711120605
2018-04-23,10.602803230285645
2018-04-24,10.612919807434082
2018-04-25,10.698875427246094
2018-04-26,10.577526092529297
2018-04-27,10.769659996032715
2018-04-30,10.764606475830078
2018-05-02,10.734264373779297
2018-05-03,10.621837615966797
2018-05-04,10.44093132019043
2018-05-07,10.60116195678711
2018-05-08,10.492618560791016
2018-05-09,10.389243125915527
2018-05-10,10.642518043518066
2018-05-11,10.544304847717285
2018-05-14,10.549477577209473
2018-05-15,10.188506126403809
2018-05-16,10.268940925598145
2018-05-17,10.177785873413086
2018-05-18,10.081259727478027
2018-05-21,10.065171241760254
2018-05-22,10.429816246032715
2018-05-23,10.13488483428955
2018-05-24,10.049086570739746
2018-05-25,10.043723106384277
2018-05-28,9.700531959533691
2018-05-29,9.931117057800293
2018-05-30,10.317205429077148
2018-06-01,10.612136840820312
2018-06-04,10.574600219726562
2018-06-05,10.494165420532227
2018-06-06,10.392276763916016
2018-06-07,10.252857208251953
2018-06-08,10.16169548034668
2018-06-11,10.236771583557129
2018-06-12,10.102709770202637
2018-06-13,10.209957122802734
2018-06-14,10.21531867980957
2018-06-15,10.193870544433594
2018-06-18,10.193870544433594
2018-06-19,10.13488483428955
2018-06-20,10.27966594696045
2018-06-21,10.011549949645996
2018-06-22,10.006189346313477
2018-06-25,10.108073234558105
2018-06-26,10.102709770202637
2018-06-27,9.968648910522461
2018-06-28,9.957926750183105
2018-06-29,10.027637481689453
2018-07-02,10.102709770202637
2018-07-03,10.19923210144043
2018-07-04,10.57995891571045
2018-07-05,10.55314826965332
2018-07-06,10.585321426391602
2018-07-10,10.617499351501465
2018-07-11,10.440537452697754
2018-07-12,10.381553649902344
2018-07-13,10.494165420532227
2018-07-16,10.719382286071777
2018-07-17,10.756919860839844
2018-07-18,10.74083423614502
2018-07-19,10.644309043884277
2018-07-20,10.585321426391602
2018-07-23,10.483436584472656
2018-07-24,10.617499351501465
2018-07-25,10.869528770446777
2018-07-26,10.783732414245605
2018-07-27,10.783732414245605
2018-07-30,10.778368949890137
2018-07-31,10.83735466003418
2018-08-01,10.848078727722168
2018-08-02,10.789094924926758
2018-08-03,10.917789459228516
2018-08-06,10.896341323852539
2018-08-07,10.778368949890137
2018-08-08,10.869528770446777
2018-08-09,10.810544967651367
2018-08-10,10.65514850616455
2018-08-13,10.759500503540039
2018-08-14,11.149456977844238
2018-08-15,11.286764144897461
2018-08-16,11.440549850463867
2018-08-17,11.204381942749023
2018-08-20,11.067075729370117
2018-08-21,10.847380638122559
2018-08-22,11.083550453186035
2018-08-23,10.92976188659668
2018-08-24,10.764991760253906
2018-08-27,10.946242332458496
2018-08-28,10.918777465820312
2018-08-29,10.990181922912598
2018-08-30,10.836395263671875
2018-08-31,11.039612770080566
2018-09-03,10.96271800994873
2018-09-04,10.808934211730957
2018-09-05,10.874842643737793
2018-09-06,10.847380638122559
2018-09-10,10.891318321228027
2018-09-11,10.660637855529785
2018-09-12,10.737530708312988
2018-09-13,10.622194290161133
2018-09-14,10.627684593200684
2018-09-17,10.682609558105469
2018-09-18,10.616703033447266
